Timestamp,IMU_ID,Acc_X,Acc_Y,Acc_Z,Gyro_X,Gyro_Y,Gyro_Z,Mag_X,Mag_Y,Mag_Z,Heading,Button1,Button2,Person
17:05:22,IMU1,83,717,-602,1,20,-4,-4,10,22,50.55,0,1,Ziang
17:05:22,IMU2,854,870,465,-11,-75,78,0,3,2,308.59,0,1,Ziang
17:05:22,IMU3,190,-1121,88,-36,-32,18,-1,9,1,238.15,0,1,Ziang
17:05:22,IMU4,-2751,14532,-1990,216,-122,-162,-1,-1,-6,307.08,0,1,Ziang
17:05:22,IMU5,456,-1015,-573,-33,-26,-3,4,5,1,156.93,0,1,Ziang
17:05:22,IMU1,439,875,-520,11,53,2,-6,10,20,327.8,0,1,Ziang
17:05:22,IMU2,29,1215,-1055,393,-77,-83,0,3,2,87.28,0,1,Ziang
17:05:22,IMU3,-424,-854,-49,-12,29,-7,1,7,3,34.98,0,1,Ziang
17:05:22,IMU4,132,1169,172,13,-21,3,-1,0,-4,23.33,0,1,Ziang
17:05:22,IMU5,630,-743,24,14,4,3,4,5,1,185.15,0,1,Ziang
17:05:22,IMU1,323,807,-910,5,41,-4,-6,11,20,36.73,0,1,Ziang
17:05:22,IMU2,-430,852,-371,-3,19,3,0,3,2,109.71,0,1,Ziang
17:05:22,IMU3,-151,-1030,48,-9,8,-7,1,7,5,89.23,0,1,Ziang
17:05:22,IMU4,-24,1087,298,4,13,1,-3,-1,-3,1.56,0,1,Ziang
17:05:22,IMU5,796,-635,2,26,-2,11,5,8,0,177.95,0,1,Ziang
17:05:22,IMU1,203,777,-651,0,21,-11,-7,11,20,25.4,0,1,Ziang
17:05:22,IMU2,-314,783,-387,4,35,-8,-1,3,2,78.42,0,1,Ziang
17:05:22,IMU3,-161,-1100,92,-1,-28,1,1,6,5,127.92,0,1,Ziang
17:05:22,IMU4,117,927,121,7,13,1,-1,-2,-4,45.73,0,1,Ziang
17:05:22,IMU5,762,-652,82,25,-5,0,5,6,0,183.3,0,1,Ziang
17:05:22,IMU1,190,867,-452,-7,24,-12,-7,11,20,8.12,0,0,Ziang
17:05:22,IMU2,-300,828,-473,-3,15,-5,-1,3,2,75.11,0,0,Ziang
17:05:22,IMU3,-159,-962,6,2,-9,0,2,7,5,135.12,0,0,Ziang
17:05:22,IMU4,31,1008,117,6,5,0,0,0,-2,94.37,0,0,Ziang
17:05:22,IMU5,770,-655,116,11,2,5,7,9,-2,178.08,0,0,Ziang
17:05:22,IMU1,252,843,-515,-1,3,-2,-8,10,20,-0.09,0,0,Ziang
17:05:22,IMU2,-355,803,-461,-3,4,0,-1,3,2,78.57,0,0,Ziang
17:05:22,IMU3,-147,-1009,-20,-1,3,-3,1,9,5,68.1,0,0,Ziang
17:05:22,IMU4,94,990,102,2,7,1,-3,1,-2,-0.61,0,0,Ziang
17:05:23,IMU5,706,-650,135,0,2,1,7,9,-1,183.34,0,0,Ziang
17:05:23,IMU1,218,821,-540,1,-4,0,-8,9,20,2.76,0,0,Ziang
17:05:23,IMU2,-353,807,-483,0,-6,2,-1,3,2,77.87,0,0,Ziang
17:05:23,IMU3,-96,-1006,-18,-2,10,-4,0,7,4,34.74,0,0,Ziang
17:05:23,IMU4,41,977,95,-11,12,4,-3,0,-2,-0.61,0,0,Ziang
17:05:23,IMU5,708,-721,106,-2,1,-2,7,11,-3,175.62,0,0,Ziang
17:05:23,IMU1,179,831,-551,0,-15,3,-8,10,21,11.76,0,0,Ziang
17:05:23,IMU2,-404,808,-525,-7,-4,-2,-1,3,2,79.04,0,0,Ziang
17:05:23,IMU3,-76,-995,-2,19,23,-19,-2,9,3,3.04,0,0,Ziang
17:05:23,IMU4,5,1058,153,-54,33,14,-2,1,-3,354.12,0,0,Ziang
17:05:23,IMU5,732,-661,86,-12,5,2,6,9,-1,180.05,0,0,Ziang
17:05:23,IMU1,262,843,-555,-17,-44,14,-6,8,22,343.57,0,0,Ziang
17:05:23,IMU2,-410,853,-493,-11,48,-22,0,3,2,102.92,0,0,Ziang
17:05:23,IMU3,-130,-911,-398,-20,87,2,-3,6,3,33.78,0,0,Ziang
17:05:23,IMU4,447,809,24,-12,155,63,-6,-2,-6,32.97,0,0,Ziang
17:05:23,IMU5,632,-561,100,5,-7,-5,5,10,-3,175.35,0,0,Ziang
17:05:23,IMU1,94,743,-775,-6,-63,20,-7,9,20,35.01,0,0,Ziang
17:05:23,IMU2,-73,830,-563,-3,94,-44,-1,3,2,61.63,0,0,Ziang
17:05:23,IMU3,97,-854,-47,15,-40,19,-5,6,3,357.7,0,0,Ziang
17:05:23,IMU4,537,966,214,65,-62,-38,-11,1,-7,16.14,0,0,Ziang
17:05:23,IMU5,936,-552,65,-12,6,-3,6,9,-2,174.31,0,0,Ziang
17:05:23,IMU1,471,921,-419,-3,4,1,-5,7,20,301.73,0,0,Ziang
17:05:23,IMU2,-376,798,-465,-5,-25,3,0,3,2,102.58,0,0,Ziang
17:05:23,IMU3,-57,-930,61,4,13,-8,-3,8,5,354.2,0,0,Ziang
17:05:23,IMU4,159,1059,163,-5,-13,-11,-7,3,-3,357.69,0,0,Ziang
17:05:23,IMU5,699,-771,115,-15,13,-10,5,9,-1,181.67,0,0,Ziang
17:05:23,IMU1,260,883,-566,-3,16,-10,-6,9,21,355.53,0,0,Ziang
17:05:23,IMU2,-362,839,-445,-13,-15,-5,0,3,2,103.87,0,0,Ziang
17:05:23,IMU3,13,-1005,-46,12,-19,7,-1,9,3,20.7,0,0,Ziang
17:05:23,IMU4,58,918,31,6,4,-13,-7,-1,-4,0.15,0,0,Ziang
17:05:23,IMU5,723,-665,69,-12,-6,-13,5,8,-1,178.36,0,0,Ziang
17:05:23,IMU1,43,869,-454,-11,-7,-9,-5,7,20,23.73,0,0,Ziang
17:05:23,IMU2,-476,895,-278,-11,-14,-9,0,3,2,117.6,0,0,Ziang
17:05:23,IMU3,-183,-1080,-45,13,10,3,-5,8,1,2.35,0,0,Ziang
17:05:23,IMU4,-15,1014,146,3,11,-9,-7,-1,-3,-1.41,0,0,Ziang
17:05:24,IMU5,758,-602,87,0,-10,-10,4,7,-1,179.38,0,0,Ziang
17:05:24,IMU1,141,876,-492,-11,-11,-2,-6,8,18,11.77,0,0,Ziang
17:05:24,IMU2,-461,783,-386,-17,6,-13,0,3,1,118.14,0,0,Ziang
17:05:24,IMU3,-140,-983,67,14,4,0,-5,7,2,355.93,0,0,Ziang
17:05:24,IMU4,-63,1106,-4,0,13,-8,-5,0,-2,356.51,0,0,Ziang
17:05:24,IMU5,679,-616,124,-3,-2,-10,4,5,0,186.68,0,0,Ziang
17:05:24,IMU1,130,902,-347,-4,-1,-7,-4,5,18,348.6,0,0,Ziang
17:05:24,IMU2,-643,847,-612,19,-33,-14,0,2,1,105.54,0,0,Ziang
17:05:24,IMU3,-139,-997,140,6,-21,3,-1,11,1,328.31,0,0,Ziang
17:05:24,IMU4,-182,695,378,-44,-97,-44,-5,-1,-5,351.27,0,0,Ziang
17:05:24,IMU5,991,-385,50,-9,-18,-8,3,5,2,202.41,0,0,Ziang
17:05:24,IMU1,7,952,-421,2,17,0,-6,6,19,18.8,0,0,Ziang
17:05:24,IMU2,-302,692,-123,20,-51,30,0,2,1,131.36,0,0,Ziang
17:05:24,IMU3,-103,-1032,89,-8,-1,17,0,8,1,320.79,0,0,Ziang
17:05:24,IMU4,77,2091,-696,128,-51,-7,-2,-1,0,348.68,0,0,Ziang
17:05:24,IMU5,571,-584,163,-44,15,15,3,4,0,190.36,0,0,Ziang
17:05:24,IMU1,342,940,-386,-2,38,-4,-7,6,17,331.46,0,0,Ziang
17:05:24,IMU2,453,949,-59,-26,-16,37,-1,2,1,347.81,0,0,Ziang
17:05:24,IMU3,-309,-920,118,-2,10,10,2,7,1,291.89,0,0,Ziang
17:05:24,IMU4,-529,1126,249,-1,53,9,-4,0,-1,351.43,0,0,Ziang
17:05:24,IMU5,649,-805,83,1,-1,11,2,4,2,200.77,0,0,Ziang
17:05:24,IMU1,370,804,-460,-3,26,-6,-7,6,18,321.96,0,0,Ziang
17:05:24,IMU2,-287,518,-610,54,-49,8,-1,2,1,65.55,0,0,Ziang
17:05:24,IMU3,-99,-1066,-388,21,8,-3,3,7,1,131.69,0,0,Ziang
17:05:24,IMU4,-171,897,410,-53,-23,16,-5,-1,-3,356.77,0,0,Ziang
17:05:24,IMU5,438,-369,85,-11,0,-8,4,6,3,206.78,0,0,Ziang
17:05:24,IMU1,236,736,-503,29,-7,20,-8,7,16,356.61,0,0,Ziang
17:05:24,IMU2,-9,812,-310,49,-19,3,-1,3,1,45.74,0,0,Ziang
17:05:24,IMU3,-72,-1008,220,49,5,9,3,9,-4,221.24,0,0,Ziang
17:05:24,IMU4,-5,924,443,-61,-11,0,-3,-3,-8,20.33,0,0,Ziang
17:05:24,IMU5,729,-616,-9,-10,-24,-15,4,3,3,202.41,0,0,Ziang
17:05:24,IMU1,434,711,-348,252,-33,-76,-8,8,20,313.48,0,0,Ziang
17:05:24,IMU2,-350,768,-401,65,23,-9,-1,3,2,80.39,0,0,Ziang
17:05:24,IMU3,-253,-961,373,36,-16,2,3,9,-7,264.2,0,0,Ziang
17:05:24,IMU4,99,1071,368,-22,15,6,-5,-1,-11,13.41,0,0,Ziang
17:05:25,IMU5,794,-623,-106,-6,-14,-13,4,3,4,204.04,0,0,Ziang
17:05:25,IMU1,150,963,-560,34,4,6,-7,13,23,24.48,0,1,Ziang
17:05:25,IMU2,-425,824,-691,56,-10,-11,-1,3,2,75.97,0,1,Ziang
17:05:25,IMU3,-171,-826,461,21,-5,15,4,10,-9,253.9,0,1,Ziang
17:05:25,IMU4,-71,889,541,-14,3,-8,-5,-2,-13,-0.62,0,1,Ziang
17:05:25,IMU5,892,-629,-121,3,-11,-10,5,4,4,198.16,0,1,Ziang
17:05:25,IMU1,295,821,-623,22,5,3,-7,15,26,16.36,0,1,Ziang
17:05:25,IMU2,-428,688,-727,21,9,-16,-1,4,2,81.46,0,1,Ziang
17:05:25,IMU3,-233,-857,379,9,-3,7,4,10,-11,262.68,0,1,Ziang
17:05:25,IMU4,36,979,436,-4,4,2,-3,-3,-13,29.06,0,1,Ziang
17:05:25,IMU5,922,-586,-84,-2,-14,-7,4,2,6,224.17,0,1,Ziang
17:05:25,IMU1,227,713,-547,9,1,-6,-8,17,26,26.78,0,1,Ziang
17:05:25,IMU2,-370,492,-783,18,1,-10,-1,4,2,77.27,0,1,Ziang
17:05:25,IMU3,-159,-886,484,2,-3,2,6,9,-12,236.2,0,1,Ziang
17:05:25,IMU4,-47,900,452,-8,-1,0,-5,-3,-14,5.09,0,1,Ziang
17:05:25,IMU5,779,-524,-133,-3,-6,-3,6,2,8,220.33,0,1,Ziang
17:05:25,IMU1,253,737,-694,15,-6,7,-8,17,27,36.94,0,1,Ziang
17:05:25,IMU2,-319,499,-764,22,7,-3,-1,4,3,74.18,0,1,Ziang
17:05:25,IMU3,-188,-830,435,3,2,-1,6,9,-12,241.59,0,1,Ziang
17:05:25,IMU4,-12,882,431,0,2,1,-4,-1,-14,1.54,0,1,Ziang
17:05:25,IMU5,924,-654,-126,-1,-1,-2,4,-2,5,248.96,0,1,Ziang
17:05:25,IMU1,269,741,-711,5,-1,1,-8,21,27,46.16,0,1,Ziang
17:05:25,IMU2,-411,541,-798,0,-2,-4,-1,5,3,79.3,0,1,Ziang
17:05:25,IMU3,-248,-908,504,-8,2,-1,6,9,-13,248.81,0,1,Ziang
17:05:25,IMU4,10,870,491,10,0,2,-6,-3,-14,13.08,0,1,Ziang
17:05:25,IMU5,925,-667,-167,5,2,5,4,2,4,207.78,0,1,Ziang
17:05:25,IMU1,305,788,-691,-17,0,-6,-7,18,27,35.81,0,1,Ziang
17:05:25,IMU2,-373,564,-783,-37,-4,8,-1,4,3,75.19,0,1,Ziang
17:05:25,IMU3,-220,-902,469,-24,1,-10,4,8,-11,255.3,0,1,Ziang
17:05:25,IMU4,14,928,448,24,1,-1,-3,-4,-13,31.47,0,1,Ziang
17:05:25,IMU5,933,-712,-136,13,9,8,8,3,5,200.8,0,1,Ziang
17:05:25,IMU1,186,797,-633,-29,-9,-13,-8,15,27,30.52,0,1,Ziang
17:05:25,IMU2,-381,658,-690,-68,-10,9,-1,4,3,77.75,0,1,Ziang
17:05:25,IMU3,-202,-898,435,-36,2,-9,4,9,-7,249.98,0,1,Ziang
17:05:25,IMU4,-54,892,424,36,2,-5,-3,-3,-10,10.18,0,1,Ziang
17:05:26,IMU5,810,-625,-103,14,7,10,5,3,4,202.01,0,1,Ziang
17:05:26,IMU1,207,739,-385,-10,-12,-17,-6,12,24,355.39,0,1,Ziang
17:05:26,IMU2,-329,770,-507,-51,3,5,0,3,2,99.3,0,1,Ziang
17:05:26,IMU3,-125,-969,193,-53,-7,-8,2,10,-5,254.07,0,1,Ziang
17:05:26,IMU4,-84,959,165,50,2,-7,-3,-1,-5,353.08,0,1,Ziang
17:05:26,IMU5,654,-516,-52,13,10,6,5,5,3,192.13,0,1,Ziang
17:05:26,IMU1,176,601,-498,-69,16,-12,-6,11,23,21.37,0,1,Ziang
17:05:26,IMU2,-305,617,-477,-32,-16,-1,0,3,2,97.08,0,1,Ziang
17:05:26,IMU3,-206,-953,52,-60,-7,-1,3,9,1,192.73,0,1,Ziang
17:05:26,IMU4,55,1011,292,43,-16,-16,-4,-3,-2,11.58,0,1,Ziang
17:05:26,IMU5,650,-555,-17,6,4,-3,4,7,2,187.12,0,1,Ziang
17:05:26,IMU1,111,871,-480,-61,-21,6,-5,8,17,20.01,0,1,Ziang
17:05:26,IMU2,-329,843,-321,-87,38,-11,0,3,1,118.54,0,1,Ziang
17:05:26,IMU3,-78,-923,-114,-34,23,3,1,6,5,109.01,0,1,Ziang
17:05:26,IMU4,-162,1039,-239,34,9,-1,0,0,2,75.16,0,1,Ziang
17:05:26,IMU5,608,-542,50,8,-1,1,4,7,2,193.24,0,1,Ziang
17:05:26,IMU1,493,903,-493,-34,20,-1,-4,4,12,306.73,0,0,Ziang
17:05:26,IMU2,-413,859,-297,-68,4,-20,0,2,0,137.91,0,0,Ziang
17:05:26,IMU3,-90,-1002,-172,-8,18,2,3,6,8,141.56,0,0,Ziang
17:05:26,IMU4,-188,1044,-225,8,3,0,-3,1,4,14.93,0,0,Ziang
17:05:26,IMU5,712,-629,109,-8,2,-3,6,6,0,184.75,0,0,Ziang
17:05:26,IMU1,315,940,-417,-7,-4,2,-4,4,11,333.79,0,0,Ziang
17:05:26,IMU2,-498,889,-284,4,-3,0,0,2,0,143.64,0,0,Ziang
17:05:26,IMU3,-180,-966,-31,9,-5,2,1,6,8,82.21,0,0,Ziang
17:05:26,IMU4,-54,1001,-162,-17,-1,-1,-1,1,3,15.98,0,0,Ziang
17:05:26,IMU5,779,-623,85,-7,-10,-6,5,5,2,196.01,0,0,Ziang
17:05:26,IMU1,95,961,-115,-4,-18,5,-3,2,11,342.48,0,0,Ziang
17:05:26,IMU2,-523,840,-239,58,-4,-2,0,2,0,148.82,0,0,Ziang
17:05:26,IMU3,-206,-1017,-210,15,-3,0,1,8,3,71.06,0,0,Ziang
17:05:26,IMU4,-233,1010,46,-37,-16,0,-1,1,2,26.74,0,0,Ziang
17:05:26,IMU5,777,-560,-42,-13,-8,-3,4,7,4,196.05,0,0,Ziang
17:05:26,IMU1,133,953,-250,18,-3,2,-6,2,11,348.43,0,0,Ziang
17:05:26,IMU2,-386,994,-46,17,-8,2,0,2,0,170.51,0,0,Ziang
17:05:26,IMU3,-170,-1001,125,0,-5,1,3,7,5,178.9,0,0,Ziang
17:05:26,IMU4,-51,992,91,3,-4,-3,-2,1,-1,353.64,0,0,Ziang
17:05:27,IMU5,757,-637,2,2,1,-2,3,3,2,197.84,0,0,Ziang
17:05:27,IMU1,212,923,-370,7,9,-4,-4,3,13,333.22,0,0,Ziang
17:05:27,IMU2,-427,810,-396,14,8,-5,0,2,0,129,0,0,Ziang
17:05:27,IMU3,-153,-989,-107,5,-3,-1,1,8,2,75.52,0,0,Ziang
17:05:27,IMU4,-177,1041,-117,-19,8,-1,-2,-1,-1,350.33,0,0,Ziang
17:05:27,IMU5,722,-563,19,-14,-1,-1,5,4,0,179.04,0,0,Ziang
17:05:27,IMU1,137,872,-396,17,-4,3,-6,3,13,351.65,0,1,Ziang
17:05:27,IMU2,-432,811,-377,47,-32,-2,0,2,0,130.89,0,1,Ziang
17:05:27,IMU3,-211,-993,292,9,-3,-2,2,7,3,238.02,0,1,Ziang
17:05:27,IMU4,-6,993,216,-22,-15,2,-3,0,-1,357.7,0,1,Ziang
17:05:27,IMU5,817,-654,-59,-14,6,-2,3,3,4,210.2,0,1,Ziang
17:05:27,IMU1,-40,1076,-148,0,-9,0,-3,2,17,14.4,0,1,Ziang
17:05:27,IMU2,-432,958,-274,9,-8,-2,0,2,1,122.47,0,1,Ziang
17:05:27,IMU3,-219,-954,27,-6,0,0,2,7,2,145.68,0,1,Ziang
17:05:27,IMU4,-61,972,282,8,-5,0,0,-2,-5,49.93,0,1,Ziang
17:05:27,IMU5,804,-694,-56,1,10,-4,5,3,3,197.32,0,1,Ziang
17:05:27,IMU1,146,928,-370,7,-2,0,-4,3,15,341.25,0,1,Ziang
17:05:27,IMU2,-391,801,-342,-20,-1,2,0,2,1,114.17,0,1,Ziang
17:05:27,IMU3,-173,-988,11,-12,-4,1,3,7,4,158.58,0,1,Ziang
17:05:27,IMU4,-83,1005,57,9,1,0,-1,-1,-1,356.46,0,1,Ziang
17:05:27,IMU5,737,-644,-21,17,-14,3,4,4,1,184.07,0,1,Ziang
17:05:27,IMU1,186,922,-368,-12,9,0,-4,3,14,335.02,0,1,Ziang
17:05:27,IMU2,-417,849,-330,-12,10,-3,0,2,1,116.52,0,1,Ziang
17:05:27,IMU3,-171,-1001,-16,-13,3,1,1,7,4,73.27,0,1,Ziang
17:05:27,IMU4,-95,1027,-33,-3,0,0,-3,-1,-2,353.79,0,1,Ziang
17:05:27,IMU5,766,-563,4,-3,-3,2,3,4,3,203.95,0,1,Ziang
17:05:27,IMU1,197,876,-465,-1,-10,5,-5,3,15,337.29,0,0,Ziang
17:05:27,IMU2,-436,892,-263,-5,-4,2,0,2,1,122.83,0,0,Ziang
17:05:27,IMU3,-162,-999,12,-4,13,1,2,7,7,127.72,0,0,Ziang
17:05:27,IMU4,-79,1000,109,-2,-4,0,-4,0,-1,356.69,0,0,Ziang
17:05:27,IMU5,759,-640,-54,-15,16,-4,3,5,4,201.5,0,0,Ziang
17:05:27,IMU1,162,963,-303,-12,-18,7,-5,4,14,346.02,0,0,Ziang
17:05:27,IMU2,-399,884,-271,-17,-9,2,0,2,1,120.94,0,0,Ziang
17:05:27,IMU3,-207,-983,-89,-9,7,1,2,5,5,117.5,0,0,Ziang
17:05:27,IMU4,-76,991,115,5,0,-1,-2,-1,-2,356.81,0,0,Ziang
17:05:28,IMU5,768,-644,-21,-12,12,-6,3,4,2,193.34,0,0,Ziang
17:05:28,IMU1,220,921,-346,-14,-11,4,-5,3,13,336.19,0,0,Ziang
17:05:28,IMU2,-442,854,-206,-28,-16,4,0,2,0,149.58,0,0,Ziang
17:05:28,IMU3,-168,-988,-99,-6,11,0,0,7,7,53.37,0,0,Ziang
17:05:28,IMU4,-78,1009,55,2,-2,0,-1,0,-1,353.42,0,0,Ziang
17:05:28,IMU5,783,-625,13,4,-1,1,2,3,3,211.99,0,0,Ziang
17:05:28,IMU1,177,937,-312,-6,-1,0,-6,4,12,349.59,0,0,Ziang
17:05:28,IMU2,-447,876,-177,-14,-2,0,0,2,0,153.49,0,0,Ziang
17:05:28,IMU3,-170,-976,-97,-3,4,0,1,4,4,100.24,0,0,Ziang
17:05:28,IMU4,-64,995,69,1,-5,-1,-2,-2,0,1.51,0,0,Ziang
17:05:28,IMU5,772,-638,21,-12,13,-2,4,2,2,199.5,0,0,Ziang
17:05:28,IMU1,207,941,-295,0,-8,1,-3,2,11,325.75,0,0,Ziang
17:05:28,IMU2,-431,909,-117,-7,-8,-1,0,2,0,160.97,0,0,Ziang
17:05:28,IMU3,-189,-976,-118,-1,2,0,3,5,7,131.71,0,0,Ziang
17:05:28,IMU4,-84,997,83,-1,-4,-1,-1,1,0,352.62,0,0,Ziang
17:05:28,IMU5,805,-571,5,-4,6,-1,2,4,3,207.24,0,0,Ziang
17:05:28,IMU1,160,946,-295,0,-5,0,-3,2,11,334.93,0,0,Ziang
17:05:28,IMU2,-427,924,-122,-12,-16,3,0,2,0,160.21,0,0,Ziang
17:05:28,IMU3,-159,-976,-82,0,1,1,1,6,6,85.78,0,0,Ziang
17:05:28,IMU4,-60,986,119,0,-10,-1,-2,-1,0,1.12,0,0,Ziang
17:05:28,IMU5,787,-628,24,-9,9,-3,2,2,2,208.6,0,0,Ziang
17:05:28,IMU1,185,956,-271,-3,-4,0,-4,4,12,342.5,0,0,Ziang
17:05:28,IMU2,-441,863,-63,-16,-11,1,0,2,0,168.67,0,0,Ziang
17:05:28,IMU3,-189,-981,-103,2,-2,1,1,6,7,79.64,0,0,Ziang
17:05:28,IMU4,-106,1011,20,3,-3,2,-2,-1,0,-1.67,0,0,Ziang
17:05:28,IMU5,788,-612,16,1,2,-2,1,1,0,178.87,0,0,Ziang
17:05:28,IMU1,196,945,-275,-1,3,0,-7,3,13,343.61,0,0,Ziang
17:05:28,IMU2,-435,910,-107,-4,-4,0,-1,2,0,75.36,0,0,Ziang
17:05:28,IMU3,-183,-976,-123,0,0,1,3,5,6,135.68,0,0,Ziang
17:05:28,IMU4,-54,1006,31,-2,1,0,-2,-1,-1,357.18,0,0,Ziang
17:05:28,IMU5,754,-610,16,-2,1,-2,0,2,-1,153.08,0,0,Ziang
17:05:28,IMU1,193,938,-299,-3,1,-2,-3,3,10,338.62,0,0,Ziang
17:05:28,IMU2,-369,927,-21,-4,0,-2,0,2,0,174.29,0,0,Ziang
17:05:28,IMU3,-197,-977,-100,4,0,-1,3,5,5,139.1,0,0,Ziang
17:05:28,IMU4,-105,999,91,-1,-2,-2,-1,-1,1,7.93,0,0,Ziang
17:05:29,IMU5,765,-635,29,1,-3,0,1,2,2,215.54,0,0,Ziang
17:05:29,IMU1,181,961,-241,-2,3,-2,-4,1,12,329.72,0,0,Ziang
17:05:29,IMU2,-424,928,35,-14,5,-2,0,2,0,182.99,0,0,Ziang
17:05:29,IMU3,-182,-977,-50,1,-3,0,1,8,5,66.16,0,0,Ziang
17:05:29,IMU4,-85,994,105,7,3,0,-1,0,0,357.81,0,0,Ziang
17:05:29,IMU5,797,-580,45,7,-4,1,3,2,-1,167.06,0,0,Ziang
17:05:29,IMU1,185,937,-285,-1,2,-2,-2,1,10,313.49,0,0,Ziang
17:05:29,IMU2,-419,906,-17,-7,0,-1,0,2,0,175.24,0,0,Ziang
17:05:29,IMU3,-221,-973,-79,-1,5,-1,3,5,5,136.81,0,0,Ziang
17:05:29,IMU4,-121,1022,-75,5,-2,0,1,-1,1,174.89,0,0,Ziang
17:05:29,IMU5,762,-666,54,3,-3,-1,1,4,0,182.85,0,0,Ziang
17:05:29,IMU1,191,947,-280,1,5,-2,-2,3,11,324.96,0,0,Ziang
17:05:29,IMU2,-427,910,-34,3,9,-2,0,2,0,172.77,0,0,Ziang
17:05:29,IMU3,-173,-968,-55,-2,0,-1,0,7,3,34.1,0,0,Ziang
17:05:29,IMU4,-68,1003,21,-2,3,0,-2,1,-1,355.18,0,0,Ziang
17:05:29,IMU5,785,-602,31,4,-5,-2,3,3,0,179.9,0,0,Ziang
17:05:29,IMU1,187,947,-283,0,3,-2,-4,3,11,340.81,0,0,Ziang
17:05:29,IMU2,-421,922,0,7,2,-2,0,2,0,177.8,0,0,Ziang
17:05:29,IMU3,-196,-972,-84,-1,-5,-1,2,8,5,98.16,0,0,Ziang
17:05:29,IMU4,-84,1002,39,-1,-1,-1,-4,-1,1,-0.49,0,0,Ziang
17:05:29,IMU5,789,-611,13,5,-5,-1,2,3,2,202.59,0,0,Ziang
17:05:29,IMU1,211,943,-297,1,4,-3,-4,3,9,343.9,0,0,Ziang
17:05:29,IMU2,-453,891,-87,6,2,-2,0,2,0,165.6,0,0,Ziang
17:05:29,IMU3,-119,-993,-108,4,7,0,3,6,7,143.73,0,0,Ziang
17:05:29,IMU4,-44,1035,-66,-4,8,-2,0,0,2,84.15,0,0,Ziang
17:05:29,IMU5,778,-611,15,1,-4,-2,2,1,1,199.85,0,0,Ziang
17:05:29,IMU1,163,961,-221,4,-4,-2,-4,4,11,345.69,0,0,Ziang
17:05:29,IMU2,-439,869,-182,36,2,-3,0,2,0,152.51,0,0,Ziang
